Ticket Nr,Sub Nr,Log Type,Trade Date Time,Scale Nr,Void Type,Sales Type,PLU Nr,PLU Name,Weight,Weight Unit,Quantity,Unit Price,Total Price,Effective Price,Trade Date,Trade Time
688,6,Details,2020-09-08 13:46:21,136,Normal,Normal,120,Pork Chops,0.898,kg,1.0,239.0,214.5,214.5,2020-09-08,13:46:21
688,7,Details,2020-09-08 13:47:08,136,Normal,Normal,209,Beef Shortplate-impt,0.672,kg,1.0,669.0,449.5,449.5,2020-09-08,13:47:08
398,1,Details,2020-09-08 13:44:11,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-08,13:44:11
687,1,Details,2020-09-08 13:40:47,136,Normal,Normal,118,Bacon sliced/skinless liempo,0.612,kg,1.0,385.0,235.5,235.5,2020-09-08,13:40:47
687,2,Details,2020-09-08 13:41:03,136,Normal,Normal,823,Boneless Bangus,0.0,PCS,1.0,159.0,159.0,159.0,2020-09-08,13:41:03
399,1,Details,2020-09-08 13:14:02,126,Cancel,Normal,452,Swiss Burger,0.924,kg,1.0,424.0,391.75,391.75,2020-09-08,13:14:02
399,2,Details,2020-09-08 13:14:09,126,Cancel,Normal,210,beef giniling,1.822,kg,1.0,352.0,641.25,641.25,2020-09-08,13:14:09
397,1,Details,2020-09-08 12:16:23,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-08,12:16:23
396,1,Details,2020-09-08 12:12:40,48,Normal,Normal,450,Hamburger Patties,0.594,kg,1.0,519.0,308.25,308.25,2020-09-08,12:12:40
396,2,Details,2020-09-08 12:13:32,48,Normal,Normal,130,Pork buto buto,2.028,kg,1.0,159.0,322.5,322.5,2020-09-08,12:13:32
395,1,Details,2020-09-08 12:04:53,48,Normal,Normal,520,Chicharon-Bituka,0.0,PCS,2.0,14.0,28.0,28.0,2020-09-08,12:04:53
394,1,Details,2020-09-08 12:04:14,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-08,12:04:14
686,1,Details,2020-09-08 12:01:30,136,Normal,Normal,180,Pork liver,0.534,kg,1.0,119.0,63.5,63.5,2020-09-08,12:01:30
686,2,Details,2020-09-08 12:01:34,136,Normal,Normal,823,Boneless Bangus,0.0,PCS,1.0,159.0,159.0,159.0,2020-09-08,12:01:34
686,3,Details,2020-09-08 12:03:44,136,Normal,Normal,159,Pork soup bone,0.61,kg,1.0,105.0,64.0,64.0,2020-09-08,12:03:44
685,1,Details,2020-09-08 11:56:10,136,Normal,Normal,204,beef sirlion/rump/porterhouse,0.47,kg,1.0,469.0,220.5,220.5,2020-09-08,11:56:10
684,1,Details,2020-09-08 11:51:58,136,Normal,Normal,124,Porkchop-batok,0.536,kg,1.0,179.0,96.0,96.0,2020-09-08,11:51:58
684,2,Details,2020-09-08 11:52:48,136,Normal,Normal,110,Pork giniling,0.256,kg,1.0,231.0,59.25,59.25,2020-09-08,11:52:48
683,1,Details,2020-09-08 11:46:58,136,Normal,Normal,120,Pork Chops,1.042,kg,1.0,239.0,249.0,249.0,2020-09-08,11:46:58
683,2,Details,2020-09-08 11:49:34,136,Normal,Normal,100,PORK LAMAN,0.6,kg,1.0,239.0,143.5,143.5,2020-09-08,11:49:34
398,1,Details,2020-09-08 11:38:40,126,Normal,Normal,206,beef tenderloin,4.098,kg,1.0,543.0,2225.25,2225.25,2020-09-08,11:38:40
398,2,Details,2020-09-08 11:39:15,126,Normal,Normal,264,beef buntot,4.174,kg,1.0,345.0,1440.0,1440.0,2020-09-08,11:39:15
398,3,Details,2020-09-08 11:44:12,126,Normal,Normal,264,beef buntot,4.124,kg,1.0,345.0,1422.75,1422.75,2020-09-08,11:44:12
393,1,Details,2020-09-08 11:35:38,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-08,11:35:38
392,1,Details,2020-09-08 11:33:56,48,Normal,Normal,990,Sandwich,0.0,PCS,3.0,45.0,135.0,135.0,2020-09-08,11:33:56
682,1,Details,2020-09-08 11:21:42,136,Normal,Normal,110,Pork giniling,0.558,kg,1.0,231.0,129.0,129.0,2020-09-08,11:21:42
681,1,Details,2020-09-08 10:52:32,136,Normal,Normal,130,Pork buto buto,1.114,kg,1.0,159.0,177.25,177.25,2020-09-08,10:52:32
681,2,Details,2020-09-08 10:53:58,136,Normal,Normal,124,Porkchop-batok,1.092,kg,1.0,179.0,195.5,195.5,2020-09-08,10:53:58
681,3,Details,2020-09-08 10:55:50,136,Normal,Normal,180,Pork liver,0.494,kg,1.0,119.0,58.75,58.75,2020-09-08,10:55:50
680,1,Details,2020-09-08 10:53:35,136,Normal,Normal,220,beef T-bone,0.528,kg,1.0,342.0,180.5,180.5,2020-09-08,10:53:35
397,1,Details,2020-09-08 10:51:02,126,Normal,Normal,230,beef buto-buto 1,1.138,kg,1.0,299.0,340.25,340.25,2020-09-08,10:51:02
397,2,Details,2020-09-08 10:51:33,126,Normal,Normal,300,chicken fresh,1.34,kg,1.0,159.0,213.0,213.0,2020-09-08,10:51:33
396,1,Details,2020-09-08 10:49:48,126,Normal,Normal,118,Bacon sliced/skinless liempo,0.472,kg,1.0,385.0,181.75,181.75,2020-09-08,10:49:48
679,1,Details,2020-09-08 10:40:37,136,Normal,Normal,130,Pork buto buto,0.532,kg,1.0,159.0,84.5,84.5,2020-09-08,10:40:37
391,1,Details,2020-09-08 10:31:21,48,Normal,Normal,230,beef buto-buto 1,1.028,kg,1.0,299.0,307.25,307.25,2020-09-08,10:31:21
391,2,Details,2020-09-08 10:32:25,48,Normal,Normal,126,Pork ribs,1.024,kg,1.0,249.0,255.0,255.0,2020-09-08,10:32:25
678,1,Details,2020-09-08 10:31:56,136,Normal,Normal,251,beef bulalo canteen,2.006,kg,1.0,342.0,686.0,686.0,2020-09-08,10:31:56
677,1,Details,2020-09-08 10:28:26,136,Normal,Normal,112,Pork liempo,0.454,kg,1.0,359.0,163.0,163.0,2020-09-08,10:28:26
677,2,Details,2020-09-08 10:29:22,136,Normal,Normal,130,Pork buto buto,0.744,kg,1.0,159.0,118.25,118.25,2020-09-08,10:29:22
676,1,Details,2020-09-08 10:24:53,136,Normal,Normal,150,Pork pata front,1.604,kg,1.0,189.0,303.25,303.25,2020-09-08,10:24:53
676,2,Details,2020-09-08 10:26:58,136,Normal,Normal,112,Pork liempo,0.906,kg,1.0,359.0,325.25,325.25,2020-09-08,10:26:58
395,1,Details,2020-09-08 10:06:25,126,Normal,Normal,240,beef kinalas,1.034,kg,1.0,214.0,221.25,221.25,2020-09-08,10:06:25
394,1,Details,2020-09-08 09:57:16,126,Normal,Normal,140,Pork kinalas,2.182,kg,1.0,169.0,368.75,368.75,2020-09-08,09:57:16
393,1,Details,2020-09-08 09:46:48,126,Normal,Normal,110,Pork giniling,0.502,kg,1.0,231.0,116.0,116.0,2020-09-08,09:46:48
393,2,Details,2020-09-08 09:47:29,126,Normal,Normal,130,Pork buto buto,1.008,kg,1.0,159.0,160.25,160.25,2020-09-08,09:47:29
393,3,Details,2020-09-08 09:48:02,126,Normal,Normal,159,Pork soup bone,0.66,kg,1.0,105.0,69.25,69.25,2020-09-08,09:48:02
675,1,Details,2020-09-07 18:38:45,136,Normal,Normal,240,beef kinalas,1.552,kg,1.0,214.0,332.25,332.25,2020-09-07,18:38:45
675,2,Details,2020-09-07 18:39:17,136,Normal,Normal,200,beef laman,0.982,kg,1.0,387.0,380.0,380.0,2020-09-07,18:39:17
674,1,Details,2020-09-07 18:20:46,136,Normal,Normal,130,Pork buto buto,1.042,kg,1.0,159.0,165.75,165.75,2020-09-07,18:20:46
673,1,Details,2020-09-07 18:15:33,136,Normal,Normal,150,Pork pata front,1.236,kg,1.0,189.0,233.5,233.5,2020-09-07,18:15:33
673,2,Details,2020-09-07 18:18:16,136,Normal,Normal,100,PORK LAMAN,0.54,kg,1.0,239.0,129.0,129.0,2020-09-07,18:18:16
392,1,Details,2020-09-07 18:08:34,126,Normal,Normal,220,beef T-bone,1.05,kg,1.0,342.0,359.0,359.0,2020-09-07,18:08:34
390,1,Details,2020-09-07 18:01:25,48,Normal,Normal,304,Chicken Breast,2.144,kg,1.0,169.0,362.25,362.25,2020-09-07,18:01:25
672,1,Details,2020-09-07 18:01:36,136,Normal,Normal,124,Porkchop-batok,1.05,kg,1.0,179.0,188.0,188.0,2020-09-07,18:01:36
671,1,Details,2020-09-07 17:58:34,136,Normal,Normal,801,Frankfurter sausages,0.0,PCS,1.0,135.0,135.0,135.0,2020-09-07,17:58:34
671,2,Details,2020-09-07 17:59:27,136,Normal,Normal,430,Swiss Grill Sausage,0.408,kg,1.0,439.0,179.0,179.0,2020-09-07,17:59:27
670,1,Details,2020-09-07 17:48:26,136,Normal,Normal,180,Pork liver,0.588,kg,1.0,119.0,70.0,70.0,2020-09-07,17:48:26
670,2,Details,2020-09-07 17:51:45,136,Normal,Normal,147,Pork bungo,0.0,PCS,1.0,109.0,109.0,109.0,2020-09-07,17:51:45
391,1,Details,2020-09-07 17:51:20,126,Normal,Normal,435,Longanisa,0.468,kg,1.0,362.0,169.5,169.5,2020-09-07,17:51:20
389,1,Details,2020-09-07 17:50:05,48,Normal,Normal,630,Patatas,0.44,kg,1.0,99.0,43.5,43.5,2020-09-07,17:50:05
389,2,Details,2020-09-07 17:50:12,48,Normal,Normal,640,Cabbage,0.2,kg,1.0,69.0,13.75,13.75,2020-09-07,17:50:12
389,3,Details,2020-09-07 17:50:23,48,Normal,Normal,608,Sayote,0.468,kg,1.0,31.0,14.5,14.5,2020-09-07,17:50:23
390,1,Details,2020-09-07 17:41:07,126,Normal,Normal,100,PORK LAMAN,1.13,kg,1.0,239.0,270.0,270.0,2020-09-07,17:41:07
390,2,Details,2020-09-07 17:47:38,126,Normal,Normal,102,Pork laman skinless,1.046,kg,1.0,262.0,274.0,274.0,2020-09-07,17:47:38
390,3,Details,2020-09-07 17:48:43,126,Normal,Normal,250,beef bulalo,1.234,kg,1.0,352.0,434.25,434.25,2020-09-07,17:48:43
669,1,Details,2020-09-07 17:26:47,136,Normal,Normal,118,Bacon sliced/skinless liempo,1.13,kg,1.0,385.0,435.0,435.0,2020-09-07,17:26:47
669,2,Details,2020-09-07 17:27:35,136,Normal,Normal,209,Beef Shortplate-impt,1.006,kg,1.0,669.0,673.0,673.0,2020-09-07,17:27:35
669,3,Details,2020-09-07 17:30:07,136,Normal,Normal,230,beef buto-buto 1,2.024,kg,1.0,299.0,605.25,605.25,2020-09-07,17:30:07
669,4,Details,2020-09-07 17:37:04,136,Normal,Normal,130,Pork buto buto,3.148,kg,1.0,159.0,500.5,500.5,2020-09-07,17:37:04
669,5,Details,2020-09-07 17:43:15,136,Normal,Normal,206,beef tenderloin,2.142,kg,1.0,543.0,1163.0,1163.0,2020-09-07,17:43:15
669,6,Details,2020-09-07 17:44:38,136,Normal,Normal,236,beef bone marrow,0.478,kg,1.0,139.0,66.5,66.5,2020-09-07,17:44:38
389,1,Details,2020-09-07 17:44:27,126,Normal,Normal,210,beef giniling,0.264,kg,1.0,352.0,93.0,93.0,2020-09-07,17:44:27
388,1,Details,2020-09-07 17:40:59,126,Normal,Normal,400,Tocino,0.518,kg,1.0,369.0,191.25,191.25,2020-09-07,17:40:59
388,2,Details,2020-09-07 17:41:51,126,Normal,Normal,410,Ham,0.424,kg,1.0,489.0,207.25,207.25,2020-09-07,17:41:51
388,3,Details,2020-09-07 17:43:04,126,Normal,Normal,435,Longanisa,0.47,kg,1.0,362.0,170.25,170.25,2020-09-07,17:43:04
388,1,Details,2020-09-07 17:38:24,48,Normal,Normal,100,PORK LAMAN,0.548,kg,1.0,239.0,131.0,131.0,2020-09-07,17:38:24
388,2,Details,2020-09-07 17:38:43,48,Normal,Normal,126,Pork ribs,0.8,kg,1.0,249.0,199.25,199.25,2020-09-07,17:38:43
388,3,Details,2020-09-07 17:39:51,48,Normal,Normal,520,Chicharon-Bituka,0.0,PCS,2.0,14.0,28.0,28.0,2020-09-07,17:39:51
668,1,Details,2020-09-07 17:32:05,136,Normal,Normal,435,Longanisa,0.53,kg,1.0,362.0,191.75,191.75,2020-09-07,17:32:05
668,2,Details,2020-09-07 17:32:59,136,Normal,Normal,130,Pork buto buto,0.516,kg,1.0,159.0,82.0,82.0,2020-09-07,17:32:59
668,3,Details,2020-09-07 17:34:05,136,Normal,Normal,112,Pork liempo,0.644,kg,1.0,359.0,231.25,231.25,2020-09-07,17:34:05
667,1,Details,2020-09-07 17:25:53,136,Normal,Normal,230,beef buto-buto 1,1.566,kg,1.0,299.0,468.25,468.25,2020-09-07,17:25:53
387,1,Details,2020-09-07 17:23:35,126,Normal,Normal,298,Dogfood,1.208,kg,1.0,77.0,93.0,93.0,2020-09-07,17:23:35
386,1,Details,2020-09-07 17:22:14,126,Normal,Normal,305,Chicken Thigh,0.53,kg,1.0,179.0,94.75,94.75,2020-09-07,17:22:14
666,1,Details,2020-09-07 17:19:06,136,Normal,Normal,118,Bacon sliced/skinless liempo,0.326,kg,1.0,385.0,125.5,125.5,2020-09-07,17:19:06
666,2,Details,2020-09-07 17:20:16,136,Normal,Normal,250,beef bulalo,0.862,kg,1.0,352.0,303.5,303.5,2020-09-07,17:20:16
666,3,Details,2020-09-07 17:21:08,136,Normal,Normal,194,pork taba/bulaklak,0.808,kg,1.0,89.0,72.0,72.0,2020-09-07,17:21:08
665,1,Details,2020-09-07 17:10:06,136,Normal,Normal,300,chicken fresh,1.38,kg,1.0,159.0,219.5,219.5,2020-09-07,17:10:06
665,2,Details,2020-09-07 17:10:36,136,Normal,Normal,112,Pork liempo,2.046,kg,1.0,359.0,734.5,734.5,2020-09-07,17:10:36
665,3,Details,2020-09-07 17:11:47,136,Normal,Normal,120,Pork Chops,2.082,kg,1.0,239.0,497.5,497.5,2020-09-07,17:11:47
665,4,Details,2020-09-07 17:12:41,136,Normal,Normal,172,Pork kalinawan-pure,1.266,kg,1.0,129.0,163.25,163.25,2020-09-07,17:12:41
665,5,Details,2020-09-07 17:13:04,136,Normal,Normal,150,Pork pata front,1.452,kg,1.0,189.0,274.5,274.5,2020-09-07,17:13:04
665,6,Details,2020-09-07 17:17:08,136,Normal,Normal,180,Pork liver,0.994,kg,1.0,119.0,118.25,118.25,2020-09-07,17:17:08
665,7,Details,2020-09-07 17:17:40,136,Normal,Normal,600,Lettuce-whole,0.32,kg,1.0,289.0,92.5,92.5,2020-09-07,17:17:40
664,1,Details,2020-09-07 17:16:23,136,Normal,Normal,120,Pork Chops,0.576,kg,1.0,239.0,137.75,137.75,2020-09-07,17:16:23
664,2,Details,2020-09-07 17:17:08,136,Normal,Normal,110,Pork giniling,0.5,kg,1.0,231.0,115.5,115.5,2020-09-07,17:17:08
385,1,Details,2020-09-07 17:05:53,126,Normal,Normal,262,beef paa,2.722,kg,1.0,188.0,511.75,511.75,2020-09-07,17:05:53
387,1,Details,2020-09-07 17:01:44,48,Normal,Normal,270,beef paksiwin,4.508,kg,1.0,197.0,888.0,888.0,2020-09-07,17:01:44
387,2,Details,2020-09-07 17:02:10,48,Normal,Normal,240,beef kinalas,2.464,kg,1.0,214.0,527.25,527.25,2020-09-07,17:02:10
387,3,Details,2020-09-07 17:03:43,48,Normal,Normal,270,beef paksiwin,1.114,kg,1.0,197.0,219.5,219.5,2020-09-07,17:03:43
384,1,Details,2020-09-07 17:00:39,126,Normal,Normal,118,Bacon sliced/skinless liempo,1.062,kg,1.0,385.0,408.75,408.75,2020-09-07,17:00:39
383,1,Details,2020-09-07 16:47:07,126,Normal,Normal,148,Pork dila,0.93,kg,1.0,89.0,82.75,82.75,2020-09-07,16:47:07
383,2,Details,2020-09-07 16:49:47,126,Normal,Normal,280,beef liver,1.068,kg,1.0,152.0,162.25,162.25,2020-09-07,16:49:47
663,1,Details,2020-09-07 16:47:22,136,Normal,Normal,400,Tocino,0.544,kg,1.0,369.0,200.75,200.75,2020-09-07,16:47:22
663,2,Details,2020-09-07 16:48:27,136,Normal,Normal,130,Pork buto buto,0.542,kg,1.0,159.0,86.25,86.25,2020-09-07,16:48:27
382,1,Details,2020-09-07 16:43:21,126,Normal,Normal,400,Tocino,0.25,kg,1.0,369.0,92.25,92.25,2020-09-07,16:43:21
382,2,Details,2020-09-07 16:44:35,126,Normal,Normal,464,Marinated Porkchop,0.48,kg,1.0,356.0,171.0,171.0,2020-09-07,16:44:35
662,1,Details,2020-09-07 16:42:37,136,Normal,Normal,828,Salmon-Fresh- fillet,4.588,kg,1.0,1120.0,5138.5,5138.5,2020-09-07,16:42:37
661,1,Details,2020-09-07 16:27:48,136,Normal,Normal,100,PORK LAMAN,0.512,kg,1.0,239.0,122.25,122.25,2020-09-07,16:27:48
661,2,Details,2020-09-07 16:28:21,136,Normal,Normal,120,Pork Chops,0.654,kg,1.0,239.0,156.25,156.25,2020-09-07,16:28:21
381,1,Details,2020-09-07 16:21:55,126,Normal,Normal,435,Longanisa,0.568,kg,1.0,362.0,205.5,205.5,2020-09-07,16:21:55
381,2,Details,2020-09-07 16:22:03,126,Normal,Normal,809,Breakfast Sausage,0.0,PCS,1.0,134.0,134.0,134.0,2020-09-07,16:22:03
381,3,Details,2020-09-07 16:22:08,126,Normal,Normal,801,Frankfurter sausages,0.0,PCS,1.0,135.0,135.0,135.0,2020-09-07,16:22:08
381,4,Details,2020-09-07 16:22:50,126,Normal,Normal,430,Swiss Grill Sausage,0.302,kg,1.0,439.0,132.5,132.5,2020-09-07,16:22:50
381,5,Details,2020-09-07 16:24:33,126,Normal,Normal,460,Cordon Bleu,0.386,kg,1.0,459.0,177.25,177.25,2020-09-07,16:24:33
381,6,Details,2020-09-07 16:25:05,126,Normal,Normal,464,Marinated Porkchop,0.652,kg,1.0,356.0,232.0,232.0,2020-09-07,16:25:05
660,1,Details,2020-09-07 16:21:21,136,Normal,Normal,112,Pork liempo,1.352,kg,1.0,359.0,485.25,485.25,2020-09-07,16:21:21
660,2,Details,2020-09-07 16:22:03,136,Normal,Normal,250,beef bulalo,1.232,kg,1.0,352.0,433.75,433.75,2020-09-07,16:22:03
386,1,Details,2020-09-07 16:11:50,48,Normal,Normal,435,Longanisa,0.51,kg,1.0,362.0,184.5,184.5,2020-09-07,16:11:50
386,2,Details,2020-09-07 16:14:14,48,Normal,Normal,694,Mangostine,0.734,kg,1.0,200.0,146.75,146.75,2020-09-07,16:14:14
386,3,Details,2020-09-07 16:15:35,48,Normal,Normal,124,Porkchop-batok,1.236,kg,1.0,179.0,221.25,221.25,2020-09-07,16:15:35
386,4,Details,2020-09-07 16:18:51,48,Normal,Normal,102,Pork laman skinless,2.032,kg,1.0,262.0,532.5,532.5,2020-09-07,16:18:51
386,5,Details,2020-09-07 16:20:19,48,Normal,Normal,435,Longanisa,0.562,kg,1.0,362.0,203.5,203.5,2020-09-07,16:20:19
386,6,Details,2020-09-07 16:21:20,48,Normal,Normal,112,Pork liempo,2.02,kg,1.0,359.0,725.25,725.25,2020-09-07,16:21:20
659,1,Details,2020-09-07 16:09:12,136,Normal,Normal,147,Pork bungo,0.0,PCS,1.0,109.0,109.0,109.0,2020-09-07,16:09:12
659,2,Details,2020-09-07 16:10:29,136,Normal,Normal,148,Pork dila,0.932,kg,1.0,89.0,83.0,83.0,2020-09-07,16:10:29
658,1,Details,2020-09-07 15:57:34,136,Normal,Normal,230,beef buto-buto 1,1.084,kg,1.0,299.0,324.0,324.0,2020-09-07,15:57:34
658,2,Details,2020-09-07 15:58:15,136,Normal,Normal,435,Longanisa,0.262,kg,1.0,362.0,94.75,94.75,2020-09-07,15:58:15
658,3,Details,2020-09-07 16:00:02,136,Normal,Normal,610,Red Onion,0.384,kg,1.0,125.0,48.0,48.0,2020-09-07,16:00:02
658,4,Details,2020-09-07 16:01:01,136,Normal,Normal,694,Mangostine,1.336,kg,1.0,200.0,267.25,267.25,2020-09-07,16:01:01
658,5,Details,2020-09-07 16:01:22,136,Normal,Normal,112,Pork liempo,1.128,kg,1.0,359.0,405.0,405.0,2020-09-07,16:01:22
385,1,Details,2020-09-07 15:53:03,48,Normal,Normal,194,pork taba/bulaklak,1.336,kg,1.0,89.0,119.0,119.0,2020-09-07,15:53:03
657,1,Details,2020-09-07 15:47:27,136,Normal,Normal,124,Porkchop-batok,2.098,kg,1.0,179.0,375.5,375.5,2020-09-07,15:47:27
657,2,Details,2020-09-07 15:48:48,136,Normal,Normal,126,Pork ribs,2.146,kg,1.0,249.0,534.25,534.25,2020-09-07,15:48:48
657,3,Details,2020-09-07 15:51:53,136,Normal,Normal,120,Pork Chops,1.06,kg,1.0,239.0,253.25,253.25,2020-09-07,15:51:53
656,1,Details,2020-09-07 15:50:16,136,Normal,Normal,124,Porkchop-batok,1.032,kg,1.0,179.0,184.75,184.75,2020-09-07,15:50:16
384,1,Details,2020-09-07 15:35:22,48,Normal,Normal,400,Tocino,0.326,kg,1.0,369.0,120.25,120.25,2020-09-07,15:35:22
384,2,Details,2020-09-07 15:35:40,48,Normal,Normal,435,Longanisa,0.276,kg,1.0,362.0,100.0,100.0,2020-09-07,15:35:40
384,3,Details,2020-09-07 15:37:07,48,Normal,Normal,110,Pork giniling,0.542,kg,1.0,231.0,125.25,125.25,2020-09-07,15:37:07
384,4,Details,2020-09-07 15:37:37,48,Normal,Normal,150,Pork pata front,1.512,kg,1.0,189.0,285.75,285.75,2020-09-07,15:37:37
384,5,Details,2020-09-07 15:40:21,48,Normal,Normal,640,Cabbage,0.596,kg,1.0,69.0,41.0,41.0,2020-09-07,15:40:21
384,6,Details,2020-09-07 15:40:30,48,Normal,Normal,630,Patatas,0.222,kg,1.0,99.0,22.0,22.0,2020-09-07,15:40:30
380,1,Details,2020-09-07 15:32:12,126,Normal,Normal,294,BEEF SINUSO/SIKO,3.546,kg,1.0,72.0,255.25,255.25,2020-09-07,15:32:12
380,2,Details,2020-09-07 15:34:21,126,Normal,Normal,282,beef baga,5.264,kg,1.0,99.0,521.25,521.25,2020-09-07,15:34:21
380,3,Details,2020-09-07 15:34:50,126,Normal,Normal,181,Pork liver-cant.,3.246,kg,1.0,109.0,353.75,353.75,2020-09-07,15:34:50
380,4,Details,2020-09-07 15:35:18,126,Normal,Normal,493,Extra plastic,0.0,PCS,1.0,5.0,5.0,5.0,2020-09-07,15:35:18
383,1,Details,2020-09-07 15:21:35,48,Normal,Normal,180,Pork liver,0.512,kg,1.0,119.0,61.0,61.0,2020-09-07,15:21:35
655,1,Details,2020-09-07 15:01:30,136,Normal,Normal,118,Bacon sliced/skinless liempo,0.536,kg,1.0,385.0,206.25,206.25,2020-09-07,15:01:30
654,1,Details,2020-09-07 14:45:35,136,Cancel,Normal,172,Pork kalinawan-pure,0.598,kg,1.0,129.0,77.25,77.25,2020-09-07,14:45:35
654,2,Details,2020-09-07 14:46:11,136,Normal,Normal,192,Pork backfat,0.598,kg,1.0,82.0,49.0,49.0,2020-09-07,14:46:11
654,3,Details,2020-09-07 14:47:28,136,Normal,Normal,192,Pork backfat,0.602,kg,1.0,82.0,49.25,49.25,2020-09-07,14:47:28
654,4,Details,2020-09-07 14:49:28,136,Normal,Normal,202,beef steak,3.0,kg,1.0,402.0,1206.0,1206.0,2020-09-07,14:49:28
654,5,Details,2020-09-07 14:54:31,136,Normal,Normal,202,beef steak,3.002,kg,1.0,402.0,1206.75,1206.75,2020-09-07,14:54:31
653,1,Details,2020-09-07 14:57:48,136,Normal,Normal,120,Pork Chops,0.516,kg,1.0,239.0,123.25,123.25,2020-09-07,14:57:48
652,1,Details,2020-09-07 14:42:30,136,Normal,Normal,140,Pork kinalas,1.38,kg,1.0,169.0,233.25,233.25,2020-09-07,14:42:30
651,1,Details,2020-09-07 14:30:01,136,Normal,Normal,118,Bacon sliced/skinless liempo,1.028,kg,1.0,385.0,395.75,395.75,2020-09-07,14:30:01
651,2,Details,2020-09-07 14:32:41,136,Normal,Normal,116,Pork baby back ribs,1.07,kg,1.0,369.0,394.75,394.75,2020-09-07,14:32:41
651,3,Details,2020-09-07 14:34:40,136,Normal,Normal,106,Pork tenderloin,0.37,kg,1.0,279.0,103.25,103.25,2020-09-07,14:34:40
382,1,Details,2020-09-07 14:27:59,48,Normal,Normal,520,Chicharon-Bituka,0.0,PCS,2.0,14.0,28.0,28.0,2020-09-07,14:27:59
650,1,Details,2020-09-07 14:23:45,136,Normal,Normal,230,beef buto-buto 1,1.194,kg,1.0,299.0,357.0,357.0,2020-09-07,14:23:45
650,2,Details,2020-09-07 14:25:38,136,Normal,Normal,150,Pork pata front,1.356,kg,1.0,189.0,256.25,256.25,2020-09-07,14:25:38
649,1,Details,2020-09-07 13:39:55,136,Normal,Normal,412,Ham-smoked,0.132,kg,1.0,549.0,72.5,72.5,2020-09-07,13:39:55
649,2,Details,2020-09-07 13:40:00,136,Normal,Normal,410,Ham,0.288,kg,1.0,489.0,140.75,140.75,2020-09-07,13:40:00
649,3,Details,2020-09-07 13:40:05,136,Normal,Normal,440,Peperoni sausage,0.21,kg,1.0,476.0,100.0,100.0,2020-09-07,13:40:05
649,4,Details,2020-09-07 13:40:10,136,Normal,Normal,420,Smoked Bacon,0.106,kg,1.0,549.0,58.25,58.25,2020-09-07,13:40:10
649,5,Details,2020-09-07 13:40:15,136,Normal,Normal,820,Salami,0.066,kg,1.0,999.0,66.0,66.0,2020-09-07,13:40:15
379,1,Details,2020-09-07 13:32:27,126,Normal,Normal,118,Bacon sliced/skinless liempo,0.546,kg,1.0,385.0,210.25,210.25,2020-09-07,13:32:27
379,2,Details,2020-09-07 13:34:42,126,Normal,Normal,410,Ham,0.302,kg,1.0,489.0,147.75,147.75,2020-09-07,13:34:42
381,1,Details,2020-09-07 13:21:15,48,Normal,Normal,990,Sandwich,0.0,PCS,2.0,45.0,90.0,90.0,2020-09-07,13:21:15
648,1,Details,2020-09-07 13:20:26,136,Normal,Normal,112,Pork liempo,1.964,kg,1.0,359.0,705.0,705.0,2020-09-07,13:20:26
380,1,Details,2020-09-07 13:15:50,48,Normal,Normal,828,Salmon-Fresh- fillet,0.306,kg,1.0,1120.0,342.75,342.75,2020-09-07,13:15:50
380,2,Details,2020-09-07 13:17:07,48,Normal,Normal,232,beef buto buto 2,0.574,kg,1.0,229.0,131.5,131.5,2020-09-07,13:17:07
380,3,Details,2020-09-07 13:17:44,48,Normal,Normal,230,beef buto-buto 1,0.55,kg,1.0,299.0,164.5,164.5,2020-09-07,13:17:44
647,1,Details,2020-09-07 13:13:35,136,Normal,Normal,234,beef paypay,0.636,kg,1.0,315.0,200.25,200.25,2020-09-07,13:13:35
647,2,Details,2020-09-07 13:17:30,136,Normal,Normal,204,beef sirlion/rump/porterhouse,0.514,kg,1.0,469.0,241.0,241.0,2020-09-07,13:17:30
379,1,Details,2020-09-07 13:17:35,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-07,13:17:35
646,1,Details,2020-09-07 13:13:58,136,Normal,Normal,230,beef buto-buto 1,0.614,kg,1.0,299.0,183.5,183.5,2020-09-07,13:13:58
646,2,Details,2020-09-07 13:15:01,136,Normal,Normal,612,Garlic,0.122,kg,1.0,119.0,14.5,14.5,2020-09-07,13:15:01
378,1,Details,2020-09-07 12:36:04,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-07,12:36:04
645,1,Details,2020-09-07 12:34:03,136,Normal,Normal,120,Pork Chops,2.062,kg,1.0,239.0,492.75,492.75,2020-09-07,12:34:03
645,2,Details,2020-09-07 12:34:19,136,Normal,Normal,140,Pork kinalas,2.698,kg,1.0,169.0,456.0,456.0,2020-09-07,12:34:19
377,1,Details,2020-09-07 12:27:33,48,Normal,Normal,661,Paco,0.082,kg,1.0,249.0,20.5,20.5,2020-09-07,12:27:33
